step,hour,scenario,load_kw,solar_kw,net_load_kw,loss_kw,v_bus2,v_bus3,v_bus4,v_bus5,v_bus6,v_min,v_max,v_avg,v_violation,overvoltage,undervoltage,reverse_flow,smart_inv
12,3.0,S5: High DER + BESS + Smart,291.75,0.0,0.54,1.324,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,True
13,3.25,S5: High DER + BESS + Smart,299.5,0.0,-0.06,0.247,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0024,0,0,0,1,True
14,3.5,S5: High DER + BESS + Smart,309.38,0.0,0.72,2.325,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9941,0,0,0,0,True
15,3.75,S5: High DER + BESS + Smart,321.77,0.0,0.32,0.56,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,True
16,4.0,S5: High DER + BESS + Smart,336.99,0.0,0.54,1.324,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,True
17,4.25,S5: High DER + BESS + Smart,355.35,0.0,-0.06,0.247,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0024,0,0,0,1,True
18,4.5,S5: High DER + BESS + Smart,377.05,0.0,0.72,2.325,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9941,0,0,0,0,True
19,4.75,S5: High DER + BESS + Smart,402.19,0.0,0.32,0.56,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,True
20,5.0,S5: High DER + BESS + Smart,430.7,0.0,0.54,1.324,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,True
21,5.25,S5: High DER + BESS + Smart,462.34,0.0,-0.06,0.247,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0024,0,0,0,1,True
22,5.5,S5: High DER + BESS + Smart,496.63,0.0,0.72,2.325,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9941,0,0,0,0,True
23,5.75,S5: High DER + BESS + Smart,532.89,0.0,0.32,0.56,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,True
24,6.0,S5: High DER + BESS + Smart,570.23,60.9,0.54,1.324,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,True
25,6.25,S5: High DER + BESS + Smart,607.56,70.07,-0.06,0.247,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0024,0,0,0,1,True
26,6.5,S5: High DER + BESS + Smart,643.65,80.22,0.72,2.325,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9941,0,0,0,0,True
27,6.75,S5: High DER + BESS + Smart,677.18,91.36,0.32,0.56,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,True
28,7.0,S5: High DER + BESS + Smart,706.84,103.53,0.54,1.324,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,True
29,7.25,S5: High DER + BESS + Smart,731.39,116.72,-0.06,0.247,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0024,0,0,0,1,True
30,7.5,S5: High DER + BESS + Smart,749.77,130.92,0.72,2.325,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9941,0,0,0,0,True
31,7.75,S5: High DER + BESS + Smart,761.15,146.09,0.32,0.56,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,True
32,8.0,S5: High DER + BESS + Smart,765.0,162.2,0.54,1.324,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,True
33,8.25,S5: High DER + BESS + Smart,761.15,179.17,-0.06,0.247,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0024,0,0,0,1,True
34,8.5,S5: High DER + BESS + Smart,749.77,196.9,0.72,2.325,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9941,0,0,0,0,True
35,8.75,S5: High DER + BESS + Smart,731.39,215.29,0.32,0.56,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,True
36,9.0,S5: High DER + BESS + Smart,706.84,234.2,0.54,1.324,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,True
37,9.25,S5: High DER + BESS + Smart,677.18,253.48,-0.06,0.247,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0024,0,0,0,1,True
38,9.5,S5: High DER + BESS + Smart,643.66,272.94,0.72,2.325,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9941,0,0,0,0,True
39,9.75,S5: High DER + BESS + Smart,607.58,292.4,0.32,0.56,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,True
40,10.0,S5: High DER + BESS + Smart,570.26,311.66,0.54,1.324,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,True
41,10.25,S5: High DER + BESS + Smart,532.95,330.49,-0.06,0.247,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0024,0,0,0,1,True
42,10.5,S5: High DER + BESS + Smart,496.72,348.68,0.72,2.325,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9941,0,0,0,0,True
43,10.75,S5: High DER + BESS + Smart,462.49,365.99,0.32,0.56,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,True
44,11.0,S5: High DER + BESS + Smart,430.96,382.21,0.54,1.324,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,True
45,11.25,S5: High DER + BESS + Smart,402.61,397.12,-0.06,0.247,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0024,0,0,0,1,True
46,11.5,S5: High DER + BESS + Smart,377.73,410.51,0.72,2.325,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9941,0,0,0,0,True
47,11.75,S5: High DER + BESS + Smart,356.42,422.2,0.32,0.56,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,True
48,12.0,S5: High DER + BESS + Smart,338.66,432.0,0.54,1.324,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,True
49,12.25,S5: High DER + BESS + Smart,324.34,439.79,-0.06,0.247,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0024,0,0,0,1,True
50,12.5,S5: High DER + BESS + Smart,313.27,445.43,0.72,2.325,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9941,0,0,0,0,True
51,12.75,S5: High DER + BESS + Smart,305.29,448.85,0.32,0.56,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,True
52,13.0,S5: High DER + BESS + Smart,300.25,450.0,0.54,1.324,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,True
53,13.25,S5: High DER + BESS + Smart,298.06,448.85,-0.06,0.247,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0024,0,0,0,1,True
54,13.5,S5: High DER + BESS + Smart,298.72,445.43,0.72,2.325,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9941,0,0,0,0,True
55,13.75,S5: High DER + BESS + Smart,302.34,439.79,0.32,0.56,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,True
56,14.0,S5: High DER + BESS + Smart,309.11,432.0,0.54,1.324,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,True
57,14.25,S5: High DER + BESS + Smart,319.33,422.2,-0.06,0.247,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0024,0,0,0,1,True
58,14.5,S5: High DER + BESS + Smart,333.38,410.51,0.72,2.325,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9941,0,0,0,0,True
59,14.75,S5: High DER + BESS + Smart,351.67,397.12,0.32,0.56,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,True
60,15.0,S5: High DER + BESS + Smart,374.61,382.21,0.54,1.324,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,True
61,15.25,S5: High DER + BESS + Smart,402.6,365.99,-0.06,0.247,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0024,0,0,0,1,True
62,15.5,S5: High DER + BESS + Smart,435.88,348.68,0.72,2.325,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9941,0,0,0,0,True
63,15.75,S5: High DER + BESS + Smart,474.57,330.49,0.32,0.56,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,True
64,16.0,S5: High DER + BESS + Smart,518.53,311.66,0.54,1.324,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,True
65,16.25,S5: High DER + BESS + Smart,567.35,292.4,-0.06,0.247,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0024,0,0,0,1,True
66,16.5,S5: High DER + BESS + Smart,620.3,272.94,0.72,2.325,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9941,0,0,0,0,True
67,16.75,S5: High DER + BESS + Smart,676.32,253.48,0.32,0.56,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,True
68,17.0,S5: High DER + BESS + Smart,734.02,234.2,0.54,1.324,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,True
69,17.25,S5: High DER + BESS + Smart,791.7,215.29,-0.06,0.247,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0024,0,0,0,1,True
70,17.5,S5: High DER + BESS + Smart,847.46,196.9,0.72,2.325,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9941,0,0,0,0,True
71,17.75,S5: High DER + BESS + Smart,899.28,179.17,0.32,0.56,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,True
72,18.0,S5: High DER + BESS + Smart,945.11,162.2,0.54,1.324,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,True
73,18.25,S5: High DER + BESS + Smart,983.06,146.09,-0.06,0.247,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0024,0,0,0,1,True
74,18.5,S5: High DER + BESS + Smart,1011.46,130.92,0.72,2.325,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9941,0,0,0,0,True
75,18.75,S5: High DER + BESS + Smart,1029.05,116.72,0.32,0.56,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,True
76,19.0,S5: High DER + BESS + Smart,1035.0,103.53,0.54,1.324,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,True
77,19.25,S5: High DER + BESS + Smart,1029.05,91.36,-0.06,0.247,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0024,0,0,0,1,True
78,19.5,S5: High DER + BESS + Smart,1011.46,80.22,0.72,2.325,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9941,0,0,0,0,True
79,19.75,S5: High DER + BESS + Smart,983.06,70.07,0.32,0.56,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,True
80,20.0,S5: High DER + BESS + Smart,945.11,60.9,0.54,1.324,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,True
81,20.25,S5: High DER + BESS + Smart,899.27,0.0,-0.06,0.247,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0024,0,0,0,1,True
82,20.5,S5: High DER + BESS + Smart,847.45,0.0,0.72,2.325,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9941,0,0,0,0,True
83,20.75,S5: High DER + BESS + Smart,791.68,0.0,0.32,0.56,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,True
84,21.0,S5: High DER + BESS + Smart,734.0,0.0,0.54,1.324,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,True
85,21.25,S5: High DER + BESS + Smart,676.29,0.0,-0.06,0.247,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0024,0,0,0,1,True
86,21.5,S5: High DER + BESS + Smart,620.24,0.0,0.72,2.325,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9941,0,0,0,0,True
87,21.75,S5: High DER + BESS + Smart,567.25,0.0,0.32,0.56,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,True
88,22.0,S5: High DER + BESS + Smart,518.36,0.0,0.54,1.324,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,True
89,22.25,S5: High DER + BESS + Smart,474.29,0.0,-0.06,0.247,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0024,0,0,0,1,True
90,22.5,S5: High DER + BESS + Smart,435.44,0.0,0.72,2.325,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9941,0,0,0,0,True
91,22.75,S5: High DER + BESS + Smart,401.9,0.0,0.32,0.56,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,True
92,23.0,S5: High DER + BESS + Smart,373.53,0.0,0.54,1.324,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,True
93,23.25,S5: High DER + BESS + Smart,350.0,0.0,-0.06,0.247,1.0022,1.0022,1.0026,1.0026,1.0026,1.0022,1.0026,1.0024,0,0,0,1,True
94,23.5,S5: High DER + BESS + Smart,330.86,0.0,0.72,2.325,0.9952,0.9952,0.9935,0.9935,0.9935,0.9935,0.9952,0.9941,0,0,0,0,True
95,23.75,S5: High DER + BESS + Smart,315.58,0.0,0.32,0.56,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,True
