step,hour,scenario,load_kw,solar_kw,net_load_kw,loss_kw,v_bus2,v_bus3,v_bus4,v_bus5,v_bus6,v_min,v_max,v_avg,v_violation,overvoltage,undervoltage,reverse_flow,smart_inv
0,0.0,S1: Legacy (No DER),270.17,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
1,0.25,S1: Legacy (No DER),270.27,0.0,0.36,0.661,1.0006,1.0006,1.0001,1.0001,1.0001,1.0001,1.0006,1.0003,0,0,0,0,False
2,0.5,S1: Legacy (No DER),270.44,0.0,0.9,3.804,0.9944,0.9944,0.9924,0.9924,0.9924,0.9924,0.9944,0.9932,0,0,0,0,False
3,0.75,S1: Legacy (No DER),270.69,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
4,1.0,S1: Legacy (No DER),271.08,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
5,1.25,S1: Legacy (No DER),271.66,0.0,0.36,0.661,1.0006,1.0006,1.0001,1.0001,1.0001,1.0001,1.0006,1.0003,0,0,0,0,False
6,1.5,S1: Legacy (No DER),272.52,0.0,0.9,3.804,0.9944,0.9944,0.9924,0.9924,0.9924,0.9924,0.9944,0.9932,0,0,0,0,False
7,1.75,S1: Legacy (No DER),273.75,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
8,2.0,S1: Legacy (No DER),275.5,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
9,2.25,S1: Legacy (No DER),277.94,0.0,0.36,0.661,1.0006,1.0006,1.0001,1.0001,1.0001,1.0001,1.0006,1.0003,0,0,0,0,False
10,2.5,S1: Legacy (No DER),281.28,0.0,0.9,3.804,0.9944,0.9944,0.9924,0.9924,0.9924,0.9924,0.9944,0.9932,0,0,0,0,False
11,2.75,S1: Legacy (No DER),285.79,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
12,3.0,S1: Legacy (No DER),291.75,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
13,3.25,S1: Legacy (No DER),299.5,0.0,0.36,0.661,1.0006,1.0006,1.0001,1.0001,1.0001,1.0001,1.0006,1.0003,0,0,0,0,False
14,3.5,S1: Legacy (No DER),309.38,0.0,0.9,3.804,0.9944,0.9944,0.9924,0.9924,0.9924,0.9924,0.9944,0.9932,0,0,0,0,False
15,3.75,S1: Legacy (No DER),321.77,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
16,4.0,S1: Legacy (No DER),336.99,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
17,4.25,S1: Legacy (No DER),355.35,0.0,0.36,0.661,1.0006,1.0006,1.0001,1.0001,1.0001,1.0001,1.0006,1.0003,0,0,0,0,False
18,4.5,S1: Legacy (No DER),377.05,0.0,0.9,3.804,0.9944,0.9944,0.9924,0.9924,0.9924,0.9924,0.9944,0.9932,0,0,0,0,False
19,4.75,S1: Legacy (No DER),402.19,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
20,5.0,S1: Legacy (No DER),430.7,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
21,5.25,S1: Legacy (No DER),462.34,0.0,0.36,0.661,1.0006,1.0006,1.0001,1.0001,1.0001,1.0001,1.0006,1.0003,0,0,0,0,False
22,5.5,S1: Legacy (No DER),496.63,0.0,0.9,3.804,0.9944,0.9944,0.9924,0.9924,0.9924,0.9924,0.9944,0.9932,0,0,0,0,False
23,5.75,S1: Legacy (No DER),532.89,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
24,6.0,S1: Legacy (No DER),570.23,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
25,6.25,S1: Legacy (No DER),607.56,0.0,0.36,0.661,1.0006,1.0006,1.0001,1.0001,1.0001,1.0001,1.0006,1.0003,0,0,0,0,False
26,6.5,S1: Legacy (No DER),643.65,0.0,0.9,3.804,0.9944,0.9944,0.9924,0.9924,0.9924,0.9924,0.9944,0.9932,0,0,0,0,False
27,6.75,S1: Legacy (No DER),677.18,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
28,7.0,S1: Legacy (No DER),706.84,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
29,7.25,S1: Legacy (No DER),731.39,0.0,0.36,0.661,1.0006,1.0006,1.0001,1.0001,1.0001,1.0001,1.0006,1.0003,0,0,0,0,False
30,7.5,S1: Legacy (No DER),749.77,0.0,0.9,3.804,0.9944,0.9944,0.9924,0.9924,0.9924,0.9924,0.9944,0.9932,0,0,0,0,False
31,7.75,S1: Legacy (No DER),761.15,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
32,8.0,S1: Legacy (No DER),765.0,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
33,8.25,S1: Legacy (No DER),761.15,0.0,0.36,0.661,1.0006,1.0006,1.0001,1.0001,1.0001,1.0001,1.0006,1.0003,0,0,0,0,False
34,8.5,S1: Legacy (No DER),749.77,0.0,0.9,3.804,0.9944,0.9944,0.9924,0.9924,0.9924,0.9924,0.9944,0.9932,0,0,0,0,False
35,8.75,S1: Legacy (No DER),731.39,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
36,9.0,S1: Legacy (No DER),706.84,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
37,9.25,S1: Legacy (No DER),677.18,0.0,0.36,0.661,1.0006,1.0006,1.0001,1.0001,1.0001,1.0001,1.0006,1.0003,0,0,0,0,False
38,9.5,S1: Legacy (No DER),643.66,0.0,0.9,3.804,0.9944,0.9944,0.9924,0.9924,0.9924,0.9924,0.9944,0.9932,0,0,0,0,False
39,9.75,S1: Legacy (No DER),607.58,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
40,10.0,S1: Legacy (No DER),570.26,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
41,10.25,S1: Legacy (No DER),532.95,0.0,0.36,0.661,1.0006,1.0006,1.0001,1.0001,1.0001,1.0001,1.0006,1.0003,0,0,0,0,False
42,10.5,S1: Legacy (No DER),496.72,0.0,0.9,3.804,0.9944,0.9944,0.9924,0.9924,0.9924,0.9924,0.9944,0.9932,0,0,0,0,False
43,10.75,S1: Legacy (No DER),462.49,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
44,11.0,S1: Legacy (No DER),430.96,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
45,11.25,S1: Legacy (No DER),402.61,0.0,0.36,0.661,1.0006,1.0006,1.0001,1.0001,1.0001,1.0001,1.0006,1.0003,0,0,0,0,False
46,11.5,S1: Legacy (No DER),377.73,0.0,0.9,3.804,0.9944,0.9944,0.9924,0.9924,0.9924,0.9924,0.9944,0.9932,0,0,0,0,False
47,11.75,S1: Legacy (No DER),356.42,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
48,12.0,S1: Legacy (No DER),338.66,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
49,12.25,S1: Legacy (No DER),324.34,0.0,0.36,0.661,1.0006,1.0006,1.0001,1.0001,1.0001,1.0001,1.0006,1.0003,0,0,0,0,False
50,12.5,S1: Legacy (No DER),313.27,0.0,0.9,3.804,0.9944,0.9944,0.9924,0.9924,0.9924,0.9924,0.9944,0.9932,0,0,0,0,False
51,12.75,S1: Legacy (No DER),305.29,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
52,13.0,S1: Legacy (No DER),300.25,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
53,13.25,S1: Legacy (No DER),298.06,0.0,0.36,0.661,1.0006,1.0006,1.0001,1.0001,1.0001,1.0001,1.0006,1.0003,0,0,0,0,False
54,13.5,S1: Legacy (No DER),298.72,0.0,0.9,3.804,0.9944,0.9944,0.9924,0.9924,0.9924,0.9924,0.9944,0.9932,0,0,0,0,False
55,13.75,S1: Legacy (No DER),302.34,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
56,14.0,S1: Legacy (No DER),309.11,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
57,14.25,S1: Legacy (No DER),319.33,0.0,0.36,0.661,1.0006,1.0006,1.0001,1.0001,1.0001,1.0001,1.0006,1.0003,0,0,0,0,False
58,14.5,S1: Legacy (No DER),333.38,0.0,0.9,3.804,0.9944,0.9944,0.9924,0.9924,0.9924,0.9924,0.9944,0.9932,0,0,0,0,False
59,14.75,S1: Legacy (No DER),351.67,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
60,15.0,S1: Legacy (No DER),374.61,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
61,15.25,S1: Legacy (No DER),402.6,0.0,0.36,0.661,1.0006,1.0006,1.0001,1.0001,1.0001,1.0001,1.0006,1.0003,0,0,0,0,False
62,15.5,S1: Legacy (No DER),435.88,0.0,0.9,3.804,0.9944,0.9944,0.9924,0.9924,0.9924,0.9924,0.9944,0.9932,0,0,0,0,False
63,15.75,S1: Legacy (No DER),474.57,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
64,16.0,S1: Legacy (No DER),518.53,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
65,16.25,S1: Legacy (No DER),567.35,0.0,0.36,0.661,1.0006,1.0006,1.0001,1.0001,1.0001,1.0001,1.0006,1.0003,0,0,0,0,False
66,16.5,S1: Legacy (No DER),620.3,0.0,0.9,3.804,0.9944,0.9944,0.9924,0.9924,0.9924,0.9924,0.9944,0.9932,0,0,0,0,False
67,16.75,S1: Legacy (No DER),676.32,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
68,17.0,S1: Legacy (No DER),734.02,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
69,17.25,S1: Legacy (No DER),791.7,0.0,0.36,0.661,1.0006,1.0006,1.0001,1.0001,1.0001,1.0001,1.0006,1.0003,0,0,0,0,False
70,17.5,S1: Legacy (No DER),847.46,0.0,0.9,3.804,0.9944,0.9944,0.9924,0.9924,0.9924,0.9924,0.9944,0.9932,0,0,0,0,False
71,17.75,S1: Legacy (No DER),899.28,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
72,18.0,S1: Legacy (No DER),945.11,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
73,18.25,S1: Legacy (No DER),983.06,0.0,0.36,0.661,1.0006,1.0006,1.0001,1.0001,1.0001,1.0001,1.0006,1.0003,0,0,0,0,False
74,18.5,S1: Legacy (No DER),1011.46,0.0,0.9,3.804,0.9944,0.9944,0.9924,0.9924,0.9924,0.9924,0.9944,0.9932,0,0,0,0,False
75,18.75,S1: Legacy (No DER),1029.05,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
76,19.0,S1: Legacy (No DER),1035.0,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
77,19.25,S1: Legacy (No DER),1029.05,0.0,0.36,0.661,1.0006,1.0006,1.0001,1.0001,1.0001,1.0001,1.0006,1.0003,0,0,0,0,False
78,19.5,S1: Legacy (No DER),1011.46,0.0,0.9,3.804,0.9944,0.9944,0.9924,0.9924,0.9924,0.9924,0.9944,0.9932,0,0,0,0,False
79,19.75,S1: Legacy (No DER),983.06,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
80,20.0,S1: Legacy (No DER),945.11,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
81,20.25,S1: Legacy (No DER),899.27,0.0,0.36,0.661,1.0006,1.0006,1.0001,1.0001,1.0001,1.0001,1.0006,1.0003,0,0,0,0,False
82,20.5,S1: Legacy (No DER),847.45,0.0,0.9,3.804,0.9944,0.9944,0.9924,0.9924,0.9924,0.9924,0.9944,0.9932,0,0,0,0,False
83,20.75,S1: Legacy (No DER),791.68,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
84,21.0,S1: Legacy (No DER),734.0,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
85,21.25,S1: Legacy (No DER),676.29,0.0,0.36,0.661,1.0006,1.0006,1.0001,1.0001,1.0001,1.0001,1.0006,1.0003,0,0,0,0,False
86,21.5,S1: Legacy (No DER),620.24,0.0,0.9,3.804,0.9944,0.9944,0.9924,0.9924,0.9924,0.9924,0.9944,0.9932,0,0,0,0,False
87,21.75,S1: Legacy (No DER),567.25,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
88,22.0,S1: Legacy (No DER),518.36,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
89,22.25,S1: Legacy (No DER),474.29,0.0,0.36,0.661,1.0006,1.0006,1.0001,1.0001,1.0001,1.0001,1.0006,1.0003,0,0,0,0,False
90,22.5,S1: Legacy (No DER),435.44,0.0,0.9,3.804,0.9944,0.9944,0.9924,0.9924,0.9924,0.9924,0.9944,0.9932,0,0,0,0,False
91,22.75,S1: Legacy (No DER),401.9,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
92,23.0,S1: Legacy (No DER),373.53,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
93,23.25,S1: Legacy (No DER),350.0,0.0,0.36,0.661,1.0006,1.0006,1.0001,1.0001,1.0001,1.0001,1.0006,1.0003,0,0,0,0,False
94,23.5,S1: Legacy (No DER),330.86,0.0,0.9,3.804,0.9944,0.9944,0.9924,0.9924,0.9924,0.9924,0.9944,0.9932,0,0,0,0,False
95,23.75,S1: Legacy (No DER),315.58,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
0,0.0,S2: Low DER 10% (No DERMS),270.17,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
1,0.25,S2: Low DER 10% (No DERMS),270.27,0.0,0.28,0.423,1.0009,1.0009,1.0006,1.0006,1.0006,1.0006,1.0009,1.0007,0,0,0,0,False
2,0.5,S2: Low DER 10% (No DERMS),270.44,0.0,0.87,3.509,0.9946,0.9946,0.9926,0.9926,0.9926,0.9926,0.9946,0.9934,0,0,0,0,False
3,0.75,S2: Low DER 10% (No DERMS),270.69,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
4,1.0,S2: Low DER 10% (No DERMS),271.08,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
5,1.25,S2: Low DER 10% (No DERMS),271.66,0.0,0.28,0.423,1.0009,1.0009,1.0006,1.0006,1.0006,1.0006,1.0009,1.0007,0,0,0,0,False
6,1.5,S2: Low DER 10% (No DERMS),272.52,0.0,0.87,3.509,0.9946,0.9946,0.9926,0.9926,0.9926,0.9926,0.9946,0.9934,0,0,0,0,False
7,1.75,S2: Low DER 10% (No DERMS),273.75,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
8,2.0,S2: Low DER 10% (No DERMS),275.5,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
9,2.25,S2: Low DER 10% (No DERMS),277.94,0.0,0.28,0.423,1.0009,1.0009,1.0006,1.0006,1.0006,1.0006,1.0009,1.0007,0,0,0,0,False
10,2.5,S2: Low DER 10% (No DERMS),281.28,0.0,0.87,3.509,0.9946,0.9946,0.9926,0.9926,0.9926,0.9926,0.9946,0.9934,0,0,0,0,False
11,2.75,S2: Low DER 10% (No DERMS),285.79,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
12,3.0,S2: Low DER 10% (No DERMS),291.75,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
13,3.25,S2: Low DER 10% (No DERMS),299.5,0.0,0.28,0.423,1.0009,1.0009,1.0006,1.0006,1.0006,1.0006,1.0009,1.0007,0,0,0,0,False
14,3.5,S2: Low DER 10% (No DERMS),309.38,0.0,0.87,3.509,0.9946,0.9946,0.9926,0.9926,0.9926,0.9926,0.9946,0.9934,0,0,0,0,False
15,3.75,S2: Low DER 10% (No DERMS),321.77,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
16,4.0,S2: Low DER 10% (No DERMS),336.99,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
17,4.25,S2: Low DER 10% (No DERMS),355.35,0.0,0.28,0.423,1.0009,1.0009,1.0006,1.0006,1.0006,1.0006,1.0009,1.0007,0,0,0,0,False
18,4.5,S2: Low DER 10% (No DERMS),377.05,0.0,0.87,3.509,0.9946,0.9946,0.9926,0.9926,0.9926,0.9926,0.9946,0.9934,0,0,0,0,False
19,4.75,S2: Low DER 10% (No DERMS),402.19,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
20,5.0,S2: Low DER 10% (No DERMS),430.7,0.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
21,5.25,S2: Low DER 10% (No DERMS),462.34,0.0,0.28,0.423,1.0009,1.0009,1.0006,1.0006,1.0006,1.0006,1.0009,1.0007,0,0,0,0,False
22,5.5,S2: Low DER 10% (No DERMS),496.63,0.0,0.87,3.509,0.9946,0.9946,0.9926,0.9926,0.9926,0.9926,0.9946,0.9934,0,0,0,0,False
23,5.75,S2: Low DER 10% (No DERMS),532.89,0.0,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
24,6.0,S2: Low DER 10% (No DERMS),570.23,10.83,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
25,6.25,S2: Low DER 10% (No DERMS),607.56,12.46,0.28,0.423,1.0009,1.0009,1.0006,1.0006,1.0006,1.0006,1.0009,1.0007,0,0,0,0,False
26,6.5,S2: Low DER 10% (No DERMS),643.65,14.26,0.87,3.509,0.9946,0.9946,0.9926,0.9926,0.9926,0.9926,0.9946,0.9934,0,0,0,0,False
27,6.75,S2: Low DER 10% (No DERMS),677.18,16.24,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
28,7.0,S2: Low DER 10% (No DERMS),706.84,18.41,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
29,7.25,S2: Low DER 10% (No DERMS),731.39,20.75,0.28,0.423,1.0009,1.0009,1.0006,1.0006,1.0006,1.0006,1.0009,1.0007,0,0,0,0,False
30,7.5,S2: Low DER 10% (No DERMS),749.77,23.27,0.87,3.509,0.9946,0.9946,0.9926,0.9926,0.9926,0.9926,0.9946,0.9934,0,0,0,0,False
31,7.75,S2: Low DER 10% (No DERMS),761.15,25.97,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
32,8.0,S2: Low DER 10% (No DERMS),765.0,28.84,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
33,8.25,S2: Low DER 10% (No DERMS),761.15,31.85,0.28,0.423,1.0009,1.0009,1.0006,1.0006,1.0006,1.0006,1.0009,1.0007,0,0,0,0,False
34,8.5,S2: Low DER 10% (No DERMS),749.77,35.01,0.87,3.509,0.9946,0.9946,0.9926,0.9926,0.9926,0.9926,0.9946,0.9934,0,0,0,0,False
35,8.75,S2: Low DER 10% (No DERMS),731.39,38.27,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
36,9.0,S2: Low DER 10% (No DERMS),706.84,41.64,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
37,9.25,S2: Low DER 10% (No DERMS),677.18,45.06,0.28,0.423,1.0009,1.0009,1.0006,1.0006,1.0006,1.0006,1.0009,1.0007,0,0,0,0,False
38,9.5,S2: Low DER 10% (No DERMS),643.66,48.52,0.87,3.509,0.9946,0.9946,0.9926,0.9926,0.9926,0.9926,0.9946,0.9934,0,0,0,0,False
39,9.75,S2: Low DER 10% (No DERMS),607.58,51.98,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
40,10.0,S2: Low DER 10% (No DERMS),570.26,55.41,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
41,10.25,S2: Low DER 10% (No DERMS),532.95,58.75,0.28,0.423,1.0009,1.0009,1.0006,1.0006,1.0006,1.0006,1.0009,1.0007,0,0,0,0,False
42,10.5,S2: Low DER 10% (No DERMS),496.72,61.99,0.87,3.509,0.9946,0.9946,0.9926,0.9926,0.9926,0.9926,0.9946,0.9934,0,0,0,0,False
43,10.75,S2: Low DER 10% (No DERMS),462.49,65.07,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
44,11.0,S2: Low DER 10% (No DERMS),430.96,67.95,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
45,11.25,S2: Low DER 10% (No DERMS),402.61,70.6,0.28,0.423,1.0009,1.0009,1.0006,1.0006,1.0006,1.0006,1.0009,1.0007,0,0,0,0,False
46,11.5,S2: Low DER 10% (No DERMS),377.73,72.98,0.87,3.509,0.9946,0.9946,0.9926,0.9926,0.9926,0.9926,0.9946,0.9934,0,0,0,0,False
47,11.75,S2: Low DER 10% (No DERMS),356.42,75.06,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
48,12.0,S2: Low DER 10% (No DERMS),338.66,76.8,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
49,12.25,S2: Low DER 10% (No DERMS),324.34,78.18,0.28,0.423,1.0009,1.0009,1.0006,1.0006,1.0006,1.0006,1.0009,1.0007,0,0,0,0,False
50,12.5,S2: Low DER 10% (No DERMS),313.27,79.19,0.87,3.509,0.9946,0.9946,0.9926,0.9926,0.9926,0.9926,0.9946,0.9934,0,0,0,0,False
51,12.75,S2: Low DER 10% (No DERMS),305.29,79.8,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
52,13.0,S2: Low DER 10% (No DERMS),300.25,80.0,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
53,13.25,S2: Low DER 10% (No DERMS),298.06,79.8,0.28,0.423,1.0009,1.0009,1.0006,1.0006,1.0006,1.0006,1.0009,1.0007,0,0,0,0,False
54,13.5,S2: Low DER 10% (No DERMS),298.72,79.19,0.87,3.509,0.9946,0.9946,0.9926,0.9926,0.9926,0.9926,0.9946,0.9934,0,0,0,0,False
55,13.75,S2: Low DER 10% (No DERMS),302.34,78.18,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
56,14.0,S2: Low DER 10% (No DERMS),309.11,76.8,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
57,14.25,S2: Low DER 10% (No DERMS),319.33,75.06,0.28,0.423,1.0009,1.0009,1.0006,1.0006,1.0006,1.0006,1.0009,1.0007,0,0,0,0,False
58,14.5,S2: Low DER 10% (No DERMS),333.38,72.98,0.87,3.509,0.9946,0.9946,0.9926,0.9926,0.9926,0.9926,0.9946,0.9934,0,0,0,0,False
59,14.75,S2: Low DER 10% (No DERMS),351.67,70.6,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
60,15.0,S2: Low DER 10% (No DERMS),374.61,67.95,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
61,15.25,S2: Low DER 10% (No DERMS),402.6,65.07,0.28,0.423,1.0009,1.0009,1.0006,1.0006,1.0006,1.0006,1.0009,1.0007,0,0,0,0,False
62,15.5,S2: Low DER 10% (No DERMS),435.88,61.99,0.87,3.509,0.9946,0.9946,0.9926,0.9926,0.9926,0.9926,0.9946,0.9934,0,0,0,0,False
63,15.75,S2: Low DER 10% (No DERMS),474.57,58.75,0.32,0.557,1.001,1.001,1.0007,1.0007,1.0007,1.0007,1.001,1.0008,0,0,0,0,False
64,16.0,S2: Low DER 10% (No DERMS),518.53,55.41,0.53,1.32,0.9986,0.9986,0.9976,0.9976,0.9976,0.9976,0.9986,0.998,0,0,0,0,False
65,16.25,S2: Low DER 10% (No DERMS),567.35,51.98,0.28,0.423,1.0009,1.0009,1.0006,1.0006,1.0006,1.0006,1.0009,1.0007,0,0,0,0,False
66,16.5,S2: Low DER 10% (No DERMS),620.3,48.52,0.87,3.509,0.9946,0.9946,0.9926,0.9926,0.9926,0.9926,0.9946,0.9934,0,0,0,0,False
